index,Pt1-baseline,Pt2-baseline,Pt3-baseline,Pt4-baseline,Pt5-baseline,Pt6-baseline,Pt8-baseline,Pt9-baseline,Pt10-baseline,Pt15-baseline,Pt16-baseline,Pt17-baseline,Pt18-baseline,Pt19-baseline,Pt20-baseline,Pt23-baseline,Pt24-baseline
FANK1,1.4639,0.3486505,0.5345025,0.554445,0.903485,0.514502,1.27146,2.147465,1.66088,0.6423925,0.501306333,0.803919667,0.522351,1.37197,1.26601,1.18149,0.8134595
FAP,7.56135,8.504645,4.039015,11.65985,9.35349,14.96946667,10.34515,11.4016,7.922205,5.421005,6.747096667,6.441126667,2.27022,17.0654,45.09175,7.41704,24.14715
FAR1,13.73695,19.00375,13.78435,11.7898,2.94829,9.51041,10.69815,13.84195,2.51407,25.70935,6.324683333,18.08963333,3.26615,12.8398,15.1401,4.090135,14.10055
FAR2,18.8716,17.4194,6.51365,4.54632,0.808602,3.071786667,6.338915,9.35505,4.300645,42.59395,5.570803333,26.49353333,6.05578,5.009415,1.8619,6.1218,17.90145
FARP1,17.25595,10.9099,26.54095,19.15595,23.60795,17.5336,27.62515,54.22795,29.14195,16.32585,45.51316667,6.822016667,62.2228,49.069,30.43995,33.7566,35.63185
FARP2,26.1246,32.4434,25.3586,12.54845,28.1025,20.32536667,27.6736,72.6454,16.1622,26.0379,24.45176667,12.89513333,113.008,15.4053,17.9176,3.80315,7.746
FARS2,11.3741,12.2683,5.73927,8.088405,13.67935,6.919536667,7.41673,9.73792,14.19955,8.11977,12.7038,14.9889,13.9274,11.6506,5.18946,8.148835,8.635575
FARSA,57.1222,39.6995,44.55405,34.9231,100.98835,73.2698,46.598,42.8062,72.5567,41.1937,52.2616,52.52816667,52.2804,34.48365,48.6046,127.4475,61.5816
FARSB,21.17255,20.742,35.7804,25.30475,30.5635,31.053,23.96015,42.34475,26.59985,27.1287,27.87123333,33.38316667,31.9307,23.8003,29.4476,21.9477,42.6401
FAS,2.618055,1.921235,3.437785,7.642315,1.0018045,8.05858,9.70581,4.39871,1.99141,8.41046,1.84791,14.15546667,7.99749,4.91484,6.809485,4.434285,5.95572
FASLG,0.401172,1.022813,0.0868801,1.759125,0.1475205,0.062713167,0.2324545,0.04303065,0.2082395,1.0897745,1.7816,12.13553333,0.0945597,1.67758,0.09603325,0.6237,0.257152
FASN,83.8207,35.2951,55.81835,28.3824,108.0275,63.14693333,29.21385,80.99065,32.9593,20.463,48.72903333,6.48996,34.124,25.34275,80.2747,23.4151,27.2537
FASTK,54.04785,35.94255,41.61275,70.1733,91.0967,29.85606667,73.5521,73.4591,63.75475,32.036,46.91676667,35.74616667,58.8107,29.25505,73.1496,64.5722,46.0833
FASTKD1,5.994405,4.677865,8.2988,6.445755,2.13154,6.380013333,6.85193,8.017475,2.899715,5.73751,4.17351,8.509763333,3.27447,4.5309,11.5687,4.27971,10.4816
FASTKD2,6.910915,5.189,7.078795,5.252895,2.986865,8.618936667,5.704805,12.011,3.14039,6.56219,6.012036667,10.70776667,2.89865,5.631175,6.421365,3.82936,8.64706
FASTKD3,7.88414,10.23538,7.499155,7.85013,3.676345,5.237656667,6.08544,4.31486,4.919555,10.75405,2.780096667,8.330923333,7.71946,7.74878,7.58052,1.852535,7.199095
FASTKD5,13.1357,7.498525,10.43595,4.77389,6.12838,6.331076667,7.43911,6.248005,7.31114,6.929845,12.46606667,14.82876667,4.39258,12.84215,7.85342,8.60889,10.41815
FAT1,16.2888,22.05005,14.4356,8.36326,12.36365,11.664,13.9395,12.94515,12.93635,2.424995,17.97823333,5.382446667,4.84664,14.28,14.56665,9.849615,8.122475
FAT2,0.0919002,0.06891905,1.32768,1.259445,0.9889635,0.071061,4.549045,0.0997972,5.984165,0.200787,0.067532833,0.0631804,0.206742,0.0317328,0.0613192,0.0273924,0.01346555
FAT3,0.0,0.01672105,0.012228865,0.0353366,0.0326149,0.019076377,0.008120585,0.07394735,0.009488325,0.01057322,0.015989743,0.008657287,0.0027109,0.03174275,0.008815785,0.00696295,0.225591
FAT4,0.155585,0.4222375,0.09780305,0.771458,0.246299,0.367537,0.7366195,1.06509,0.1875685,0.204381,0.131721,0.1243833,0.0930094,0.358268,0.5401535,0.145069,0.464788
FATE1,0.0209965,0.300122,0.14517305,0.2381,0.629886,0.016846233,0.407526,0.180458,0.1301447,0.111917,0.398267333,0.161883,0.0,0.520679,0.1629347,0.0704718,0.1981965
FAU,572.06,697.728,588.7625,610.832,699.1155,669.529,704.2185,828.6125,1282.5,1197.365,438.0043333,541.6973333,223.236,828.7365,436.78,597.944,944.0255
FAXC,7.81176,3.11224,0.310153,0.3443315,0.9420305,1.464523333,0.671735,1.94965,0.2282725,1.54449,3.649906667,1.283716667,0.253354,0.5237605,0.06330295,0.96304,1.53716
FAXDC2,17.51565,9.98076,9.68676,13.42715,16.21205,3.79355,16.1599,32.5426,16.09675,14.54105,14.68696667,9.173003333,9.27376,13.20845,8.04892,15.8313,3.995725
FBF1,4.48386,2.362205,2.55315,2.92178,2.76715,1.110663333,2.14608,2.33673,2.41658,1.703755,1.103189667,1.524216667,2.94687,0.995973,1.245665,1.029705,1.5913
FBL,156.364,130.329,97.77495,139.9465,204.118,107.2976667,115.5545,106.6515,179.2405,194.9865,174.761,113.0046667,151.746,113.4235,82.57995,143.375,232.2215
FBLIM1,10.15816,4.076515,20.96335,19.6088,12.781,5.26925,26.00035,17.0817,28.22605,6.844215,7.827373333,6.603093333,21.8055,5.49155,13.9647,4.69446,28.771
FBLL1,9.44928,0.0229345,2.59158,0.6414975,0.0917047,0.0177924,1.85082,1.686285,18.39685,1.1590875,9.530863333,2.199393333,0.857211,3.095955,0.1550855,7.163115,24.0734
FBLN1,14.9892,47.9404,81.24075,104.7175,149.488,51.3402,19.9187,17.35925,85.07015,6.16273,44.159,33.74253333,164.557,46.4714,142.5315,61.9001,139.6155
FBLN2,4.875295,21.48035,2.06879,27.90015,36.3028,17.05423333,13.3316,7.51563,47.0978,4.09698,8.7942,7.458786667,17.6197,21.3812,30.05,18.6965,31.36165
FBLN5,1.394355,7.05522,53.38485,20.09705,14.20725,5.317236667,6.01811,7.444225,15.4269,2.041765,37.6016,3.641593333,69.5081,9.84134,8.852445,23.61835,17.8151
FBLN7,0.9339645,3.060005,3.4298,14.11525,2.05145,1.54879,2.749885,2.771215,11.32135,0.390713,4.401173333,2.10201,8.54009,1.46937,6.29361,4.00721,3.35552
FBN1,5.146725,8.249795,1.540235,14.53165,8.884035,5.90818,5.66005,22.07965,10.74015,4.994885,4.590466667,3.84885,11.7388,16.39455,13.46015,6.007835,29.983
FBN2,0.1847585,0.338762,0.257251,2.34691,0.204348,0.390617,1.070505,11.1857,0.412615,0.3117405,1.289386667,0.254362,0.10215,0.235769,1.62568,0.1105685,3.06884
FBN3,0.10577175,0.003487405,0.01790895,0.0404096,0.00628759,0.001407867,0.02265395,0.05504845,0.001966225,0.0,0.006208883,0.00675413,0.0,0.011887345,0.0,0.0,0.004396555
FBP1,1.471565,1.76664,2.410915,8.987495,13.2921,0.827424667,10.50515,1.3249,8.63027,1.0140755,9.2732,15.42786667,3.78757,10.4017,2.13067,47.0293,1.562415
FBP2,0.0,0.0,0.267894,0.0359437,0.0,0.0,0.09111275,0.01692435,0.11167925,0.0,0.0435994,0.0,0.0620905,0.01516485,0.0196536,0.0410423,0.283201
FBRS,15.637,17.6245,18.8441,26.2053,29.02725,21.1239,28.89335,56.37705,32.1363,18.05035,23.2584,9.617426667,17.7235,17.5245,33.7251,28.443,24.54665
FBRSL1,7.17806,7.11285,4.899005,7.62295,8.92319,9.092186667,8.359,41.6976,9.9518,4.063185,10.02651,2.319203333,4.94675,7.77922,9.45104,7.899625,19.6657
FBXL12,12.7739,10.24891,6.46447,9.770165,9.740565,6.738086667,12.75275,9.90943,10.5405,9.67267,9.665136667,9.327806667,10.705,9.09552,9.412925,5.28022,11.50585
FBXL13,0.4126965,0.07682735,2.058135,0.489965,1.0392965,0.053006367,0.390871,0.556762,0.09076325,0.257178,0.230977333,0.22923,0.158215,0.2506895,1.469,0.07291335,0.4555575
FBXL14,4.31036,7.373985,5.38761,7.02842,7.071005,4.836013333,4.99569,10.9694,3.906515,7.976,7.577113333,10.52073,7.81326,5.276675,9.54356,3.46851,3.84591
FBXL15,7.58171,5.301065,4.43855,5.62673,9.921405,6.26681,6.91813,7.642465,10.33182,3.68732,6.796796667,6.11194,3.65125,6.0388,6.395355,7.640955,5.192265
FBXL16,0.1238715,0.134502,0.545382,0.938803,0.340947,4.51001,1.771665,2.99474,1.28594,0.1006937,0.323251,0.73547,0.0483141,0.966832,1.471005,0.5772615,0.1660223
FBXL17,5.176925,11.97165,2.42054,7.206895,2.963935,4.724213333,6.281155,3.78348,3.350635,7.50611,2.70518,6.701506667,6.70305,4.200435,3.029385,2.28213,8.03749
FBXL18,5.553725,8.38891,3.326855,7.266435,11.3541,4.209633333,6.0129,5.08138,5.287875,2.36539,6.672253333,1.201676667,6.09774,2.211175,7.502765,7.69286,6.09724
FBXL19,9.464505,7.27997,6.021455,7.06563,9.80318,8.6657,11.86685,25.42275,10.1504,7.41881,7.189846667,5.32753,12.9094,7.585645,10.758,9.8105,19.23435
FBXL2,8.549455,7.02725,1.50099,1.93547,1.09301,2.652763333,2.16491,3.2487,1.565795,8.80711,0.884865333,3.9677,2.74061,4.517685,0.5660775,1.18358,2.20938
FBXL20,3.178555,1.9685,2.16917,1.660855,1.527805,1.289366667,2.44313,1.59709,1.44822,5.130015,1.19564,1.812156667,1.47583,1.72376,1.58381,0.926617,1.5249
FBXL21,0.0,0.0,0.0114527,0.02718615,0.0,0.0099221,0.0,0.2154765,0.0,0.0,0.295086667,0.0,0.0,0.0,0.0,0.0,0.414294
FBXL22,0.5021425,1.104525,0.223886,0.685524,0.5233765,0.164693333,0.295359,0.737932,0.806437,0.364497,0.903914333,0.244670667,1.89261,0.4290185,0.4589565,0.2791785,0.654142
FBXL3,14.01615,15.9049,9.96096,11.6529,2.77929,8.51247,11.17045,9.70406,3.521005,21.2474,4.375653333,18.59816667,5.95326,12.56005,18.09895,3.605375,11.0357
FBXL4,12.8829,10.77325,3.73051,3.609385,2.037125,7.510036667,4.07969,8.169645,1.47636,8.316365,5.469636667,6.16585,3.32524,3.81917,6.324385,4.49809,4.617185
FBXL5,35.82815,36.5827,18.728,21.2348,10.308095,13.50046667,25.6233,13.76745,14.94385,37.1094,10.874,77.17296667,19.1858,29.1377,31.4574,7.536115,17.07905
FBXL6,13.0303,11.03385,16.26145,10.76105,8.909975,6.330616667,19.25965,43.88425,23.7153,6.522005,4.51451,9.585446667,30.8182,5.79341,18.9545,8.55826,11.2305
FBXL7,1.410835,5.71931,4.56315,2.22023,10.032,10.66843333,6.44408,5.174055,7.423995,2.14495,3.318396667,1.849263333,0.75234,1.784325,4.376435,1.54147,9.338675
FBXL8,8.068265,6.044565,3.290085,4.92161,3.649895,2.45069,6.64514,20.0259,9.82454,10.48711,2.147236667,2.286263333,0.518568,4.68953,4.90233,3.03705,3.58046
FBXO10,2.9526,2.368415,5.08436,5.716065,2.719325,3.524313333,2.335715,7.943895,1.72965,2.296625,10.34519333,2.35744,4.03431,2.759885,4.45118,6.00663,6.02704
FBXO11,13.8973,18.1147,17.6775,20.07615,7.351795,13.4781,10.684,14.18735,6.517105,23.57145,8.5151,16.488,8.26204,17.7699,21.1613,7.57737,19.1079
FBXO15,1.37292,0.496403,0.2948115,0.141714,0.19247,0.0448341,0.10628505,0.976421,0.270411,0.3405845,0.878507333,0.348656,0.103353,0.3032525,1.10794,0.02226105,0.1266495
FBXO16,0.8565585,0.10256915,2.07692,1.935195,1.0760775,2.243746667,0.718065,3.25874,0.680967,2.62493,0.799335,1.929996667,2.65502,0.88472,1.973915,0.8815435,2.3557
FBXO17,10.24125,8.106275,2.522775,8.67205,3.02676,5.93201,1.999955,10.8582,7.921235,12.4253,1.38245,3.14511,10.8179,14.45565,1.51614,0.4005955,22.06375
FBXO18,14.7782,11.0667,19.273,17.8054,10.61685,18.7977,14.89125,18.17495,17.74815,10.0732,24.39903333,17.41196667,17.4267,16.9937,26.68815,13.30635,12.4128
FBXO2,1.59565,2.93983,2.628645,2.660245,7.10604,1.151893667,3.58943,0.5607855,7.76265,2.130485,1.227525333,6.957133333,10.3517,1.779875,0.1250975,1.383625,1.346915
FBXO21,7.353165,11.0503,11.0728,9.612455,5.52983,7.57949,8.867425,11.50375,8.429715,6.10728,6.027176667,9.17682,5.25158,7.88398,12.3023,4.885225,8.616315
FBXO22,11.7109,8.40373,11.7686,10.58825,10.52635,14.4949,9.35599,15.8132,6.70243,13.65105,15.04286667,19.4747,5.08433,16.0363,12.14735,7.2795,10.9006
FBXO24,0.3743175,0.1883795,0.203137,0.2547975,0.2083165,0.0698839,0.3107695,0.613556,0.148391,0.245942,0.289422667,0.1201532,0.0592989,0.12682595,0.2696825,0.1941915,0.4347765
FBXO25,11.278,17.1507,10.01349,5.15544,6.715725,4.619993333,11.191,9.432225,9.918455,12.58535,7.560513333,12.67376667,9.12216,11.83015,5.680985,4.770025,13.0934
FBXO27,4.579055,0.08582315,1.54574,2.709275,1.135715,0.095954267,3.9852,0.3508895,4.310055,1.398355,3.060636667,0.690767,5.61246,1.925055,0.0765162,1.289535,0.287365
FBXO28,21.5209,7.611335,9.568555,9.88231,4.823775,12.36143333,12.48015,15.46505,5.563885,8.80878,9.291926667,12.66423333,3.52549,9.11098,12.08595,7.217865,15.75375
FBXO3,10.6921,15.8709,9.423195,9.0961,3.545005,5.729783333,15.6699,10.00523,6.71887,17.32375,11.6255,18.61493333,5.67466,12.0962,9.58637,2.800965,13.24435
FBXO30,8.294965,9.97574,3.3488,3.611745,1.110855,5.816096667,5.462145,6.786295,1.063245,7.462835,1.986223333,6.391473333,0.946566,3.876005,3.64383,1.84154,7.410415
FBXO31,7.96443,6.846825,7.502095,6.24484,10.53675,4.942543333,5.94499,17.67985,8.79565,8.15106,6.825886667,9.968536667,10.0737,7.06548,7.63652,8.18643,9.37317
FBXO32,12.48995,5.66874,3.31899,2.95106,13.7179,12.5539,4.83884,3.301935,5.322885,17.0858,9.477423333,15.72156667,10.2996,16.46995,6.537925,18.42,13.4572
FBXO33,4.198365,6.84222,3.197275,2.545315,0.9006825,2.963496667,3.33059,2.60294,1.731085,5.4878,2.082796667,4.168393333,3.31869,5.306795,5.27183,2.052315,2.41422
FBXO34,11.1572,10.60875,5.70897,3.970835,3.325225,3.66498,6.97027,5.698525,4.009645,8.88823,6.863673333,9.57277,4.12577,7.900695,4.92141,2.477205,5.591725
FBXO36,0.3861665,1.158425,0.8035425,0.467245,0.4256825,0.719516333,0.964037,2.44446,1.359705,0.859635,0.0944171,0.463834667,0.671167,1.0160695,0.747482,0.204747,1.58
FBXO38,8.491715,4.118705,9.59063,7.34788,2.502235,5.699813333,7.863365,7.788235,5.05451,10.2725,7.664923333,10.44036667,2.44633,7.68603,6.696255,3.7591,4.695405
FBXO39,0.09678275,0.0,0.4288735,0.1090086,0.0,0.007516367,0.0320129,0.120102,0.02923775,0.03912285,0.015165033,0.038633333,0.0,0.0715877,0.348514,0.0,0.0
FBXO4,5.817145,7.128655,6.28374,8.26101,3.549675,3.005933333,4.8728,5.280385,7.03421,10.02291,5.240666667,5.611093333,4.33008,4.50257,5.845915,2.289515,3.796015
FBXO40,0.00604093,0.00251303,0.002969755,0.00237794,0.003723425,0.002605753,0.001705,0.0,0.02948725,0.01547075,0.0,0.0,0.0,0.00972715,0.01086365,0.0,0.0050905
FBXO41,1.71866,3.530715,7.06429,2.77082,2.54203,1.358146667,2.82566,7.300485,1.51899,4.69785,2.22804,1.43459,0.696921,1.31431,0.4691415,1.21649,5.427895
FBXO42,6.686905,8.68144,5.888805,6.215755,8.63474,4.36985,11.54005,5.4387,8.778795,6.59584,5.342956667,9.419933333,8.10378,6.22945,8.326055,5.92616,8.34369
FBXO43,0.543167,0.621414,0.871874,0.784244,0.02321025,0.189232967,0.3079705,1.486475,0.1273545,0.4864955,0.137328167,0.434519667,0.382971,0.15955315,0.935008,0.0398536,0.9176915
FBXO44,9.160425,10.8564,7.059245,7.99395,10.39105,7.604643333,16.23255,10.5665,8.10887,17.04055,2.169693333,12.07246667,17.1526,5.24167,1.26391,1.873685,8.08893
FBXO45,3.090425,4.949955,6.17783,4.80588,1.565025,4.461396667,6.29126,3.45177,3.25496,4.060195,3.783803333,5.240143333,1.85794,3.605695,6.783455,1.721875,6.22443
FBXO46,11.36,4.658585,4.87712,8.158765,5.444515,5.768886667,8.303375,10.52645,7.546565,7.50735,11.1762,7.14802,10.3293,5.627765,7.950645,7.01261,7.20702
FBXO47,0.0546581,0.0,0.01603625,0.00636565,0.0,0.0,0.008565545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04604435,0.00853925,0.0
FBXO48,0.6478085,0.5632515,0.618289,0.5496245,0.137023,0.221149333,0.5299635,0.1788255,0.2572845,0.513191,0.327694667,0.664643,0.278804,0.544028,0.75639,0.159968,0.553409
FBXO5,6.56055,11.0057,6.89714,9.661075,1.765575,6.121053333,7.65603,14.3489,1.73741,8.001625,5.60816,6.71565,3.242,3.192745,8.907345,1.314235,10.6969
FBXO6,10.302475,14.24465,9.576345,10.063025,9.4968,4.298506667,10.253,3.26909,13.32985,13.1964,9.05439,25.3719,17.2496,13.80925,3.20856,5.44839,6.018415
FBXO7,446.881,548.0395,159.961,84.55505,849.3795,90.7942,127.3265,95.37355,167.3785,430.385,238.9023333,148.7313333,174.275,42.6509,92.03175,150.252,65.0466
FBXO8,7.03111,10.41285,4.19654,5.0431,3.972875,4.657353333,6.87873,4.91633,5.95501,8.998145,5.919513333,11.7207,3.66933,7.55423,7.36483,4.22279,5.20267
FBXO9,16.79295,22.7389,9.87477,11.5272,5.305955,6.090956667,15.2498,14.8572,6.93282,17.2047,10.69253333,17.87393333,9.30407,17.22625,8.086075,3.103095,6.10694
FBXW10,0.05816645,0.0286906,0.126382,0.0342722,0.0063658,0.007652167,0.2246265,0.04973315,0.00889145,0.017001,0.0,0.040982467,0.0,0.0365673,0.0084189,0.02363055,0.0976683
FBXW11,15.9151,22.99145,12.2032,11.645,9.09256,13.61883333,15.77585,12.47355,11.40305,20.03385,14.8771,22.64766667,7.99573,14.29535,13.1563,9.555685,28.06055
FBXW12,0.0,0.01003315,0.01225375,0.00945335,0.0,0.010753733,0.05636555,0.0134018,0.0,0.068153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXW2,12.60715,7.225195,10.57855,9.942005,5.174015,4.718713333,7.43027,8.635755,6.509185,10.116975,9.9473,9.629303333,2.75557,12.5448,10.32685,3.792375,9.4526
FBXW4,16.539,17.9407,13.1268,17.86365,20.8104,10.84076667,13.24775,16.02725,30.1244,15.5751,7.259556667,10.05974,15.7362,9.396735,5.34013,7.879015,7.13984
FBXW5,62.7425,36.01895,42.16645,40.37485,49.8056,14.48266667,40.53275,33.6394,112.73,28.9343,69.14326667,66.93796667,27.7796,105.5565,33.59235,64.30585,43.68895
FBXW7,5.496855,4.86934,6.60166,5.800075,2.256215,3.201453333,11.167,7.82071,6.56315,9.235595,4.296066667,7.332996667,3.62474,4.933935,7.775115,1.91032,3.967765
FBXW8,6.305875,10.77065,6.74581,4.659855,4.362905,3.266643333,5.224345,10.7776,5.688505,4.05756,3.269383333,4.574323333,3.42209,4.432545,6.169055,4.067595,8.014605
FBXW9,10.56499,7.287065,3.161,5.41852,8.9999,3.558333333,10.91705,9.779805,22.8647,6.524625,3.665673333,6.952043333,7.04907,7.79375,5.33559,2.905095,6.761045
FCAMR,0.0,0.0,0.02982915,0.0163041,0.0328164,0.0040285,0.00554655,0.0,0.0,0.2054055,0.0,0.095907233,0.289937,0.00644915,0.0,0.0,0.02931395
FCAR,0.03882725,0.08057995,0.182193,0.39819,0.0,0.012219133,0.08643015,0.01540765,0.0,0.04263095,0.296309667,0.889765333,0.122773,0.1839521,0.3433955,0.1399455,0.03040375
FCER1A,0.14366605,0.216627,3.22867,3.290995,1.83557,1.69176,7.002815,0.178902,10.20275,0.325505,0.091227267,0.638547,1.73035,1.94382,0.208828,0.428949,0.054362
FCER1G,67.9332,66.96645,106.971,222.5685,208.398,47.76623333,82.0221,17.02505,83.34095,96.6686,153.2833333,631.847,88.4481,211.7655,99.2557,554.1475,76.46945
FCER2,0.03801405,0.0578386,0.0619687,0.18444,0.09589405,0.0103492,0.08263215,0.152194,0.1882506,0.119906,0.0744529,0.911858,3.23716,0.400043,0.05556125,0.0294521,0.0
FCF1,18.57205,25.9708,12.9343,13.70265,11.44305,16.7971,15.03815,11.18585,12.8052,25.31935,18.18553333,18.1406,8.04678,17.4977,15.8235,13.9691,13.83395
FCGBP,0.09704,0.1999695,1.261015,1.48903,1.57045,0.384031,4.739365,0.09886035,4.243735,0.208985,0.071515333,0.199517333,0.24669,0.357609,1.33246,0.09604825,1.621285
FCGR1A,2.02721,2.9002,0.8400385,7.764315,2.100055,1.43351,1.147955,0.271512,1.109665,1.740405,3.171723333,10.02443667,0.936148,5.83571,3.55105,6.733745,1.81192
FCGR1B,1.542955,1.68701,0.59365,4.65741,1.31823,0.784075667,0.6588775,0.2114835,0.6287535,1.89445,1.37783,5.15088,0.438578,2.775385,2.0311,2.224255,0.9484025
FCGR2A,14.97655,22.618,17.90555,192.2365,28.20955,31.21813333,22.74095,108.3205,22.6931,43.92535,48.30006667,34.6378,58.1644,24.8105,56.5717,28.1028,20.137
FCGR2B,2.398405,4.364815,9.03305,27.7607,7.187965,3.14107,3.553865,5.902055,6.386975,11.18935,8.939873333,7.167826667,341.407,13.51155,6.294045,16.2896,5.0757
FCGR2C,3.44798,3.78112,21.01365,65.652,5.53695,6.858093333,3.784795,16.19555,3.4108,14.95425,21.34626667,8.224203333,108.918,8.1467,8.45217,8.33635,4.92438
FCGR3A,42.42505,55.1515,15.23355,92.1194,38.68025,17.24616667,11.0343,4.56888,19.14435,94.69535,67.64823333,186.235,15.6974,79.3821,47.55385,76.59085,57.2583
FCGR3B,4.067345,6.391145,3.54286,10.5221,5.290765,1.8316,3.384505,0.989846,2.774375,13.07925,6.4954,28.4489,1.5142,8.804125,8.907605,9.60406,5.64283
FCGRT,186.928,76.87395,32.9178,116.7335,85.02315,22.1815,134.929,63.6169,157.9805,41.186,129.838,155.2496667,306.545,77.0974,56.5191,120.0655,76.16185
FCHO1,0.298662,0.6996415,1.23934,1.671995,3.098305,0.316322,3.662655,0.154113,3.46868,0.6216685,1.034555333,2.834856667,1.42734,1.311585,0.9450275,1.312495,0.468066
FCHO2,5.99282,7.921355,5.236335,6.26294,1.610595,3.338743333,5.58649,4.222535,1.584655,10.30715,1.255976667,8.9554,2.96882,7.50494,4.88267,4.259855,6.4842
FCHSD1,7.2267,3.77327,13.8568,6.239175,7.23343,6.65064,11.86205,7.460025,8.116805,11.63925,6.750446667,5.803933333,3.42537,4.820795,7.785415,8.585785,2.442105
FCHSD2,5.02145,6.971875,2.4843,5.589615,2.730395,3.69959,6.084335,1.991515,3.192915,5.196125,2.793846667,13.6585,2.46593,8.4949,4.235935,3.34584,4.29131
FCN1,1.3522,2.96262,2.06639,6.88875,4.28448,1.881133333,3.604915,1.745725,2.342235,2.823345,3.127266667,129.204,1.91829,8.065725,4.61148,15.22705,1.235978
FCN2,0.02412005,0.01880735,0.0217027,0.0,0.0,0.0,0.0,0.12014555,0.02146385,0.0,0.0,0.092799967,0.0,0.0,0.0,0.01826265,0.0
FCN3,1.07456,0.8441695,2.2059,1.650935,2.25567,2.161383333,2.54574,3.21451,4.91833,0.5673325,2.64339,1.739243333,1.04785,1.791455,6.501225,8.381005,0.6960225
FCRL1,0.0616929,0.0156769,0.00607735,0.0446095,0.0,0.0,0.03093265,0.0,0.0,0.610209,0.0345065,1.060067667,0.492523,0.449035,0.0201329,0.006002,0.0
FCRL2,0.0337613,0.0056597,0.0,0.0534545,0.0086106,0.0,0.01928495,0.0,0.00609345,1.007161,0.132170667,1.057635,0.737536,0.4097145,0.0,0.0329054,0.0
FCRL3,0.2005605,0.218284,0.01074475,0.2891355,0.0850366,0.0167553,0.01585885,0.0059776,0.039567955,1.037704,0.084835967,11.4365,0.546078,0.7358235,0.0399907,0.0642296,0.01136125
FCRL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17449,0.0063009,0.159483333,0.0135856,0.04266485,0.0,0.0,0.02538815
FCRL5,0.08866765,0.1218145,0.01287815,0.1704515,0.01567625,0.002892013,0.003776965,0.0,0.002859415,1.69765,1.254963333,2.642896667,0.607454,0.459876,0.0,0.161511,0.0
FCRL6,0.1201691,0.7466375,0.0956476,0.829206,0.1216485,0.0076086,0.657934,0.141147,0.03188415,0.4636595,0.46262,3.121783333,0.290833,0.5162765,0.1373117,0.537327,0.0
FCRLA,1.227765,21.9957,10.259245,331.025,244.6245,52.31366667,2.49781,14.93385,23.2857,5.92512,15.56113333,6.820763333,100.158,2.57748,16.60865,8.80498,0.2442235
FCRLB,2.533985,1.380075,2.599085,4.49868,5.56691,1.924933333,1.1083105,4.95197,3.938695,1.422872,5.648643333,1.82628,4.42807,1.397445,3.685595,1.70543,2.11284
FDCSP,9.235815,2.529665,0.289853,2.844785,2.979765,13.24966667,2.781,0.212159,5.51007,61.613,9.98056,18.2839,3.37862,16.3347,0.0,2.84746,0.0
FDFT1,207.2375,193.614,110.676,34.49715,157.5605,73.65956667,102.547,162.179,95.39645,142.6505,48.10963333,195.5583333,162.612,97.87405,69.6131,30.7254,160.8295
FDPS,120.747,44.8892,42.8355,60.0251,76.7562,58.46093333,74.56315,50.5894,91.67145,63.2919,242.5053333,63.57806667,192.999,37.8991,51.85675,62.01485,76.4718
FDX1,3.264605,3.37365,6.11913,5.33717,3.15736,3.73145,6.152765,5.971375,3.95549,6.391315,2.959663333,8.674853333,6.51833,7.785135,5.750725,3.864235,9.419455
FDXACB1,1.977835,0.997176,1.23261,1.515245,2.03541,0.944092667,2.647495,1.06602,1.37793,1.572835,1.27763,2.571466667,0.831461,1.224885,2.889715,1.075855,1.91992
FDXR,10.6143,9.148885,4.01409,6.1712,29.91695,13.9753,23.6401,8.342815,27.76685,5.276325,15.44026667,8.07059,35.8328,7.995255,3.343095,24.06215,14.20545
FECH,4.391115,5.368385,2.825805,2.853805,3.377325,5.311326667,4.41125,3.43758,5.55774,3.83675,3.16323,2.69673,1.26664,4.883215,2.22447,3.2496,4.13925
FEM1A,5.08746,2.67002,2.30043,3.22724,3.6592,3.75561,3.79157,4.030875,5.950905,2.19165,3.869293333,3.132546667,3.34922,2.428045,3.516675,2.43266,15.1703
FEM1B,31.6846,36.1166,12.67,10.95655,7.326895,13.89796667,15.31735,22.93275,5.295705,27.8578,8.39035,36.03563333,9.20414,35.10335,11.541,4.273385,16.467
FEM1C,8.319765,7.727195,11.12965,4.986125,2.9404,4.95869,5.39548,4.468175,2.789415,9.75961,3.116086667,10.25121333,3.48383,4.736645,8.890295,2.577665,5.37351
FEN1,23.9962,27.9629,32.6442,26.1401,31.8659,37.56233333,27.31465,31.1054,32.8044,17.9923,82.5204,30.25406667,14.8553,20.6503,23.9969,10.35495,27.72155
FENDRR,0.00644595,0.0,0.0579016,2.74874,0.0,5.740746667,0.0,0.0,0.10099885,0.0,0.0,0.007364067,0.0792689,0.00650915,0.0,0.00541485,0.0
FER,2.42731,3.680715,1.53071,1.91158,1.014597,1.602523333,1.94214,1.135015,1.083925,4.070825,0.781583667,2.423956667,1.69531,2.81361,2.38603,0.8707215,1.461815
FER1L4,0.07361315,0.0742733,0.14506,0.2359565,0.00291251,0.011467783,0.1285055,1.28672,0.02102675,0.9996905,0.513712,0.303242,0.517534,0.161059,0.07068955,0.0453059,0.0748888
